scheme,heldout_scope,heldout_id,mode,shots,n_replicates,intercept_median,intercept_q05,intercept_q95,slope_median,slope_q05,slope_q95,scale_median,scale_q05,scale_q95,train_r_squared_median,train_r_squared_q05,train_r_squared_q95,test_r_squared_median,test_r_squared_q05,test_r_squared_q95,test_rmse_median,test_rmse_q05,test_rmse_q95,test_coverage_90pct_median,test_coverage_90pct_q05,test_coverage_90pct_q95,test_residual_skew_median,test_residual_skew_q05,test_residual_skew_q95,test_residual_excess_kurtosis_median,test_residual_excess_kurtosis_q05,test_residual_excess_kurtosis_q95
leave_target_out,target,MNIST_QNN_eff_su2_r5_d2_s45,noisy_shot,1024,5,-0.1642143840796384,-0.1736519115625756,-0.15226470762260785,0.8076929805003374,0.804720924385906,0.8159714953447219,0.7163081430310295,0.7098434944526878,0.7357999753032909,0.8837840081215438,0.8735094780048627,0.8915265890938255,0.8791490047105399,0.7820779900009658,0.9229007582991792,0.7152010565551192,0.6595962973937818,0.8182779346603429,0.8961538461538462,0.857,0.9276666666666666,0.022670774532404972,-0.3439520929674098,0.04425502241305898,0.06362421838036525,-0.001038647928195413,0.19669618676134967
leave_target_out,target,MNIST_QNN_eff_su2_r5_d2_s45,noisy_shot,128,5,-0.39891078292825,-0.42660733854817157,-0.3826397411997125,0.8052958516047132,0.7748180312255775,0.8150235333091229,1.7825914352126055,1.7514525517250032,1.7958466018686592,0.5581442308287081,0.5091294453142101,0.5680065866775883,0.5754176022853577,0.38170342083622744,0.6665787271869389,1.8225189436930418,1.76918354527551,2.016879880164101,0.8769230769230769,0.845,0.910888888888889,-0.037497559006148186,-0.5507622645676802,0.20521462381978764,0.16819719260279875,-0.1794243143162329,0.5756235519453787
leave_target_out,target,MNIST_QNN_eff_su2_r5_d2_s45,noisy_shot,512,5,-0.1798024526630424,-0.19320151733304283,-0.15611926228087927,0.8042583254089347,0.7975412546675335,0.812646735668747,0.9485157684112927,0.9310533978634683,0.9517945972897468,0.8127867914174741,0.7953326180147471,0.8256562774920885,0.804620187171005,0.6892706127438338,0.8664127082153922,0.9751128751819061,0.9043684186261076,1.059474179562345,0.875,0.8628888888888889,0.9173846153846154,-0.051474283894671256,-0.15277889182236282,0.205037907853336,0.23634603995512293,0.01252042000751601,1.3209071179557301
leave_target_out,target,MNIST_QNN_z_r1_d6_s43,noisy_shot,1024,5,-0.03542900397121573,-0.066945558111094,-0.014236394249342688,0.8257366394376146,0.8194948879131337,0.8398325699272947,0.6194233401187883,0.6155063670065573,0.6282159409708854,0.925512436963429,0.9233616879741724,0.9311904441368414,0.9328266657172537,0.9240881001331085,0.9425943831522428,0.6552132897759371,0.5572522775383933,0.7185956768102144,0.8769230769230769,0.854,0.9597777777777777,0.2488286544125195,-0.17753738775785394,0.6070848439290917,-0.152260205878322,-0.5832991124180379,-0.03626029124208287
leave_target_out,target,MNIST_QNN_z_r1_d6_s43,noisy_shot,128,5,-0.1149647951975461,-0.1404141679405128,-0.08410270341335889,0.8224133551371863,0.8172035405725001,0.8391338374284911,1.1863528118382252,1.1619593328010533,1.1922299160862455,0.7742222492507969,0.7678648197319508,0.7886108307020104,0.8311968138624481,0.7723070428434915,0.8673697154530838,1.0996032026245983,0.9795509488999132,1.1537800083749088,0.9166666666666666,0.8876923076923077,0.946,0.08850608349733162,-0.20153850411251964,0.22888919348497577,0.19153137004677,-0.06583559400345865,0.6250119506578898
leave_target_out,target,MNIST_QNN_z_r1_d6_s43,noisy_shot,512,5,-0.05276743030161035,-0.09478928336171566,-0.038347604792145655,0.8354791283163807,0.8281813389190144,0.8462553332713921,0.7444017105099232,0.739301371927407,0.7479616540618744,0.8985922597672718,0.8955812073862417,0.9062378790479853,0.9154697973714826,0.9025148588685588,0.9311140866924177,0.7438359742115184,0.6635759525860302,0.7981235968371893,0.905,0.8669230769230769,0.9397777777777777,0.1553622291538563,-0.29412424636325313,0.5827035452089645,0.22763836950089633,-0.08835743498940171,0.48702981998470307
leave_target_out,target,MNIST_QNN_z_r1_d6_s44,noisy_shot,1024,5,-0.11173044240875174,-0.12853063458473138,-0.08570287443323177,0.8466652897959068,0.8420273205675952,0.8580931575244047,0.5973170565496335,0.5924376995390798,0.6120365774614249,0.9387123026697647,0.9370828856216823,0.9411584244489805,0.9108370963714459,0.8526986331331213,0.9244553619109135,0.6740018688265494,0.6440332835626278,0.7369947086053718,0.84,0.8124038461538462,0.8944444444444445,0.24847291940685298,-0.04458574537212842,0.575381205147155,-0.31778843000944423,-0.48121418570215224,0.2976806419219695
leave_target_out,target,MNIST_QNN_z_r1_d6_s44,noisy_shot,128,5,-0.18893241270371486,-0.20028056248807785,-0.16189082538757713,0.8382000817681354,0.8275190308457845,0.8528026233884833,1.1901227120124362,1.159169540471378,1.1974439478901333,0.7926763492827575,0.7818770951030851,0.8072274817085655,0.8097891729669905,0.6969372125057861,0.8275475930109708,1.0466138203721287,1.0191479518609814,1.1728352615556363,0.9388888888888889,0.8953846153846153,0.948,0.15473125610427746,-0.22601413859945788,0.34098864547369956,-0.13366927451567445,-0.19369403223591633,1.5436394547403753
leave_target_out,target,MNIST_QNN_z_r1_d6_s44,noisy_shot,512,5,-0.13617187448547718,-0.1538295353554723,-0.10932064521980932,0.8519469698135917,0.8479732111060667,0.8625402385303921,0.7250234047849623,0.7202722658964525,0.7348685072336477,0.913240221981295,0.9113706337252234,0.9183759176026167,0.9039956923111646,0.8187294398074391,0.9062881701075011,0.7498727392432466,0.6927369767855263,0.838714813930777,0.89,0.8296153846153846,0.9291111111111111,0.27850207465791643,-0.12477452477394277,0.4489623103037788,0.10535287630637935,-0.48262270026134874,0.31142272975791213
leave_target_out,target,MNIST_QNN_z_r1_d6_s45,noisy_shot,1024,5,-0.052963254627284684,-0.0775451096222481,-0.018715490019827287,0.8726320390054252,0.8639307164257388,0.8830136744672901,0.6403870779439044,0.6377439751090944,0.6509873957388485,0.9293154028568933,0.9267368819338165,0.9323065359328877,0.931447591289468,0.8800441332259488,0.948328530365754,0.6024406944205519,0.5518391357371607,0.6516749482674115,0.92,0.8963461538461539,0.9316666666666666,-0.08172161045664735,-0.30664867541551205,0.06908930531949238,-0.0410144088512121,-0.42960863820025424,0.6114930318326404
leave_target_out,target,MNIST_QNN_z_r1_d6_s45,noisy_shot,128,5,-0.10537549968115756,-0.12352191686973617,-0.05838583441915892,0.8620254442059364,0.8584436441398176,0.880225108562781,1.0632801786038661,1.0479942167544276,1.0858552676511166,0.8238176047348469,0.8180997354936046,0.8354795607357465,0.7415162690654147,0.599503722196022,0.7997975694963314,1.280919753324614,1.2421724522084052,1.3945249970072076,0.825,0.8132307692307692,0.8455555555555555,-0.12375165855944466,-0.3256413276198648,-0.08731320884630646,0.273522735232532,-0.3513964184462576,0.7468488108300673
leave_target_out,target,MNIST_QNN_z_r1_d6_s45,noisy_shot,512,5,-0.07545521821691725,-0.09078988531321985,-0.027179488708545918,0.8751092366679392,0.8680316637418244,0.8874445196733964,0.7285086951540588,0.7192593671443749,0.7377482106812091,0.9106308787249509,0.9086322638364269,0.9168026795794357,0.9004431979154564,0.8243651416316305,0.9162353236747652,0.7608644020524802,0.7111072655453934,0.7992081992569986,0.9,0.8626153846153846,0.9061111111111111,-0.3108004076695553,-0.3333597493597079,0.029800607793941718,0.16918600762844438,-0.27357478631286813,0.658252906615497
