scheme,mode,shots,simulator_seed,nominal_fpr,contrast,comparator_attack,reference_count,actual_fpr_difference,calibrated_tpr_difference
leave_cell_out,noisy_shot,128,7,0.05,affine_minus_loss,loss_mia,16,-0.013999999999999999,0.03133333333333333
leave_cell_out,noisy_shot,128,7,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.011333333333333327,0.03
leave_cell_out,noisy_shot,128,8,0.01,affine_minus_loss,loss_mia,16,-0.0006666666666666661,0.014666666666666666
leave_cell_out,noisy_shot,128,8,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.007999999999999998,0.008666666666666666
leave_cell_out,noisy_shot,128,8,0.05,affine_minus_loss,loss_mia,16,-0.006666666666666661,0.027333333333333328
leave_cell_out,noisy_shot,128,8,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.010666666666666665,0.021999999999999992
leave_cell_out,noisy_shot,128,9,0.01,affine_minus_loss,loss_mia,16,-0.003333333333333333,0.010666666666666666
leave_cell_out,noisy_shot,128,9,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.012,0.0013333333333333322
leave_cell_out,noisy_shot,128,9,0.05,affine_minus_loss,loss_mia,16,0.003333333333333334,0.04133333333333333
leave_cell_out,noisy_shot,128,9,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.012000000000000004,0.03
leave_cell_out,noisy_shot,512,0,0.01,affine_minus_loss,loss_mia,16,-0.002666666666666668,0.014666666666666668
leave_cell_out,noisy_shot,512,0,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.003333333333333334,0.004
leave_cell_out,noisy_shot,512,0,0.05,affine_minus_loss,loss_mia,16,-0.012000000000000004,0.05
leave_cell_out,noisy_shot,512,0,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.0006666666666666696,0.02266666666666667
leave_cell_out,noisy_shot,512,1,0.01,affine_minus_loss,loss_mia,16,-0.0006666666666666661,0.018666666666666665
leave_cell_out,noisy_shot,512,1,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.004666666666666666,0.015333333333333334
leave_cell_out,noisy_shot,512,1,0.05,affine_minus_loss,loss_mia,16,-0.007333333333333331,0.03933333333333334
leave_cell_out,noisy_shot,512,1,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.006666666666666661,0.03466666666666667
leave_cell_out,noisy_shot,512,2,0.01,affine_minus_loss,loss_mia,16,0.0,0.016666666666666663
leave_cell_out,noisy_shot,512,2,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.001333333333333334,0.011333333333333332
leave_cell_out,noisy_shot,512,2,0.05,affine_minus_loss,loss_mia,16,-0.012666666666666666,0.038
leave_cell_out,noisy_shot,512,2,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.00866666666666667,0.015333333333333338
leave_cell_out,noisy_shot,512,3,0.01,affine_minus_loss,loss_mia,16,-0.001333333333333334,0.011999999999999999
leave_cell_out,noisy_shot,512,3,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.005333333333333334,0.006666666666666666
leave_cell_out,noisy_shot,512,3,0.05,affine_minus_loss,loss_mia,16,-0.0026666666666666644,0.046
leave_cell_out,noisy_shot,512,3,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.010000000000000002,0.03266666666666666
leave_cell_out,noisy_shot,512,4,0.01,affine_minus_loss,loss_mia,16,-0.0006666666666666661,0.016
leave_cell_out,noisy_shot,512,4,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.001333333333333334,0.005999999999999998
leave_cell_out,noisy_shot,512,4,0.05,affine_minus_loss,loss_mia,16,-0.010000000000000002,0.05333333333333333
leave_cell_out,noisy_shot,512,4,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.0006666666666666696,0.02866666666666666
leave_cell_out,noisy_shot,512,5,0.01,affine_minus_loss,loss_mia,16,-0.005333333333333334,0.020666666666666667
leave_cell_out,noisy_shot,512,5,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.002666666666666668,0.010000000000000002
leave_cell_out,noisy_shot,512,5,0.05,affine_minus_loss,loss_mia,16,-0.0013333333333333322,0.04066666666666666
leave_cell_out,noisy_shot,512,5,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0006666666666666696,0.018000000000000002
leave_cell_out,noisy_shot,512,6,0.01,affine_minus_loss,loss_mia,16,-0.0006666666666666661,0.018666666666666665
leave_cell_out,noisy_shot,512,6,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0006666666666666678,0.011999999999999999
leave_cell_out,noisy_shot,512,6,0.05,affine_minus_loss,loss_mia,16,-0.003999999999999997,0.04333333333333333
leave_cell_out,noisy_shot,512,6,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0020000000000000018,0.038
leave_cell_out,noisy_shot,512,7,0.01,affine_minus_loss,loss_mia,16,0.0006666666666666661,0.014000000000000002
leave_cell_out,noisy_shot,512,7,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.001333333333333334,0.009333333333333334
leave_cell_out,noisy_shot,512,7,0.05,affine_minus_loss,loss_mia,16,-0.005999999999999998,0.044000000000000004
leave_cell_out,noisy_shot,512,7,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.003333333333333334,0.025999999999999995
leave_cell_out,noisy_shot,512,8,0.01,affine_minus_loss,loss_mia,16,-0.0006666666666666678,0.02
leave_cell_out,noisy_shot,512,8,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.002,0.008
leave_cell_out,noisy_shot,512,8,0.05,affine_minus_loss,loss_mia,16,-0.006666666666666668,0.04866666666666667
leave_cell_out,noisy_shot,512,8,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0013333333333333322,0.025333333333333333
leave_cell_out,noisy_shot,512,9,0.01,affine_minus_loss,loss_mia,16,-0.004,0.015333333333333334
leave_cell_out,noisy_shot,512,9,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.004666666666666666,0.009333333333333334
leave_cell_out,noisy_shot,512,9,0.05,affine_minus_loss,loss_mia,16,-0.01533333333333333,0.041333333333333326
leave_cell_out,noisy_shot,512,9,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.005333333333333336,0.017333333333333326
leave_cell_out,noisy_shot,1024,0,0.01,affine_minus_loss,loss_mia,16,-0.004666666666666666,0.019333333333333334
leave_cell_out,noisy_shot,1024,0,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.002,0.008
leave_cell_out,noisy_shot,1024,0,0.05,affine_minus_loss,loss_mia,16,-0.014000000000000005,0.048
leave_cell_out,noisy_shot,1024,0,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.003999999999999997,0.020666666666666667
leave_cell_out,noisy_shot,1024,1,0.01,affine_minus_loss,loss_mia,16,0.0,0.017333333333333333
leave_cell_out,noisy_shot,1024,1,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.001333333333333334,0.006666666666666668
leave_cell_out,noisy_shot,1024,1,0.05,affine_minus_loss,loss_mia,16,-0.0026666666666666713,0.047333333333333324
leave_cell_out,noisy_shot,1024,1,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.0013333333333333322,0.027999999999999997
leave_cell_out,noisy_shot,1024,2,0.01,affine_minus_loss,loss_mia,16,-0.005333333333333332,0.017333333333333333
leave_cell_out,noisy_shot,1024,2,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0,0.008666666666666666
leave_cell_out,noisy_shot,1024,2,0.05,affine_minus_loss,loss_mia,16,-0.003999999999999997,0.04533333333333334
leave_cell_out,noisy_shot,1024,2,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0040000000000000036,0.02466666666666667
leave_cell_out,noisy_shot,1024,3,0.01,affine_minus_loss,loss_mia,16,-0.002,0.018000000000000002
leave_cell_out,noisy_shot,1024,3,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.002,0.014666666666666668
leave_cell_out,noisy_shot,1024,3,0.05,affine_minus_loss,loss_mia,16,-0.003333333333333334,0.042
leave_cell_out,noisy_shot,1024,3,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0006666666666666626,0.021333333333333343
leave_cell_out,noisy_shot,1024,4,0.01,affine_minus_loss,loss_mia,16,-0.002666666666666666,0.019333333333333334
leave_cell_out,noisy_shot,1024,4,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.002,0.011333333333333334
leave_cell_out,noisy_shot,1024,4,0.05,affine_minus_loss,loss_mia,16,-0.0026666666666666713,0.051333333333333335
leave_cell_out,noisy_shot,1024,4,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.001999999999999995,0.03
leave_cell_out,noisy_shot,1024,5,0.01,affine_minus_loss,loss_mia,16,-0.004,0.016666666666666666
leave_cell_out,noisy_shot,1024,5,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.0006666666666666678,0.005333333333333332
leave_cell_out,noisy_shot,1024,5,0.05,affine_minus_loss,loss_mia,16,-0.006666666666666668,0.04466666666666666
leave_cell_out,noisy_shot,1024,5,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.003333333333333334,0.021999999999999992
leave_cell_out,noisy_shot,1024,6,0.01,affine_minus_loss,loss_mia,16,-0.002666666666666668,0.012666666666666668
leave_cell_out,noisy_shot,1024,6,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.002,0.008000000000000002
leave_cell_out,noisy_shot,1024,6,0.05,affine_minus_loss,loss_mia,16,-0.0026666666666666644,0.04666666666666667
leave_cell_out,noisy_shot,1024,6,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.007333333333333331,0.03533333333333334
leave_cell_out,noisy_shot,1024,7,0.01,affine_minus_loss,loss_mia,16,-0.002,0.016
leave_cell_out,noisy_shot,1024,7,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.002,0.008
leave_cell_out,noisy_shot,1024,7,0.05,affine_minus_loss,loss_mia,16,-0.0006666666666666696,0.048
leave_cell_out,noisy_shot,1024,7,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.008,0.025999999999999995
leave_cell_out,noisy_shot,1024,8,0.01,affine_minus_loss,loss_mia,16,-0.0006666666666666661,0.018666666666666668
leave_cell_out,noisy_shot,1024,8,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.001333333333333334,0.006666666666666668
leave_cell_out,noisy_shot,1024,8,0.05,affine_minus_loss,loss_mia,16,-0.005333333333333329,0.05466666666666667
leave_cell_out,noisy_shot,1024,8,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.0006666666666666626,0.02600000000000001
leave_cell_out,noisy_shot,1024,9,0.01,affine_minus_loss,loss_mia,16,-0.0033333333333333322,0.018666666666666668
leave_cell_out,noisy_shot,1024,9,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.006666666666666666,0.009333333333333336
leave_cell_out,noisy_shot,1024,9,0.05,affine_minus_loss,loss_mia,16,-0.010000000000000002,0.05199999999999999
leave_cell_out,noisy_shot,1024,9,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.004666666666666666,0.024666666666666656
leave_target_out,noisy_shot,128,0,0.01,affine_minus_loss,loss_mia,16,-0.001333333333333334,0.017333333333333333
leave_target_out,noisy_shot,128,0,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0,0.012666666666666666
leave_target_out,noisy_shot,128,0,0.05,affine_minus_loss,loss_mia,16,-0.009333333333333332,0.03066666666666666
leave_target_out,noisy_shot,128,0,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.008,0.009999999999999995
leave_target_out,noisy_shot,128,1,0.01,affine_minus_loss,loss_mia,16,-0.0006666666666666678,0.012
leave_target_out,noisy_shot,128,1,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.003333333333333334,0.008
leave_target_out,noisy_shot,128,1,0.05,affine_minus_loss,loss_mia,16,-0.0013333333333333322,0.02133333333333333
leave_target_out,noisy_shot,128,1,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.005333333333333329,0.033333333333333326
leave_target_out,noisy_shot,128,2,0.01,affine_minus_loss,loss_mia,16,0.0,0.014
leave_target_out,noisy_shot,128,2,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.002666666666666666,0.009333333333333334
leave_target_out,noisy_shot,128,2,0.05,affine_minus_loss,loss_mia,16,-0.0073333333333333375,0.02333333333333333
leave_target_out,noisy_shot,128,2,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.003333333333333334,0.021333333333333336
leave_target_out,noisy_shot,128,3,0.01,affine_minus_loss,loss_mia,16,-0.0006666666666666661,0.010666666666666666
leave_target_out,noisy_shot,128,3,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.002666666666666668,0.003333333333333334
leave_target_out,noisy_shot,128,3,0.05,affine_minus_loss,loss_mia,16,0.007333333333333331,0.026666666666666665
leave_target_out,noisy_shot,128,3,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.006666666666666668,0.02133333333333333
leave_target_out,noisy_shot,128,4,0.01,affine_minus_loss,loss_mia,16,0.004666666666666666,0.015333333333333332
leave_target_out,noisy_shot,128,4,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.005333333333333332,0.012666666666666666
leave_target_out,noisy_shot,128,4,0.05,affine_minus_loss,loss_mia,16,0.009333333333333332,0.029999999999999992
leave_target_out,noisy_shot,128,4,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.005333333333333336,0.018666666666666665
leave_target_out,noisy_shot,128,5,0.01,affine_minus_loss,loss_mia,16,-0.002666666666666666,0.012666666666666668
leave_target_out,noisy_shot,128,5,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.0006666666666666661,0.006666666666666668
leave_target_out,noisy_shot,128,5,0.05,affine_minus_loss,loss_mia,16,0.003333333333333334,0.035333333333333335
leave_target_out,noisy_shot,128,5,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.005333333333333336,0.00866666666666667
leave_target_out,noisy_shot,128,6,0.01,affine_minus_loss,loss_mia,16,-0.001333333333333334,0.012666666666666666
leave_target_out,noisy_shot,128,6,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.002,0.009333333333333332
leave_target_out,noisy_shot,128,6,0.05,affine_minus_loss,loss_mia,16,0.0013333333333333253,0.03066666666666666
leave_target_out,noisy_shot,128,6,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.017333333333333333,0.011333333333333334
leave_target_out,noisy_shot,128,7,0.01,affine_minus_loss,loss_mia,16,-0.005333333333333334,0.013333333333333334
leave_target_out,noisy_shot,128,7,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.004,0.012000000000000002
leave_target_out,noisy_shot,128,7,0.05,affine_minus_loss,loss_mia,16,-0.013999999999999999,0.03066666666666666
leave_target_out,noisy_shot,128,7,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.006666666666666668,0.011333333333333334
leave_target_out,noisy_shot,128,8,0.01,affine_minus_loss,loss_mia,16,0.0,0.016
leave_target_out,noisy_shot,128,8,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.004,0.013333333333333332
leave_target_out,noisy_shot,128,8,0.05,affine_minus_loss,loss_mia,16,0.005999999999999998,0.02733333333333334
leave_target_out,noisy_shot,128,8,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.005333333333333336,0.022000000000000006
leave_target_out,noisy_shot,128,9,0.01,affine_minus_loss,loss_mia,16,-0.0006666666666666678,0.008
leave_target_out,noisy_shot,128,9,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.006666666666666666,0.008666666666666666
leave_target_out,noisy_shot,128,9,0.05,affine_minus_loss,loss_mia,16,0.003999999999999997,0.02866666666666666
leave_target_out,noisy_shot,128,9,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.00866666666666667,0.011999999999999997
leave_target_out,noisy_shot,512,0,0.01,affine_minus_loss,loss_mia,16,-0.0006666666666666661,0.013333333333333334
leave_target_out,noisy_shot,512,0,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.002666666666666666,0.003333333333333334
leave_target_out,noisy_shot,512,0,0.05,affine_minus_loss,loss_mia,16,-0.001999999999999995,0.054000000000000006
leave_target_out,noisy_shot,512,0,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.0006666666666666626,0.01866666666666668
leave_target_out,noisy_shot,512,1,0.01,affine_minus_loss,loss_mia,16,0.004666666666666666,0.013333333333333334
leave_target_out,noisy_shot,512,1,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.0006666666666666661,0.010000000000000002
leave_target_out,noisy_shot,512,1,0.05,affine_minus_loss,loss_mia,16,-0.0020000000000000018,0.03666666666666666
leave_target_out,noisy_shot,512,1,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.009333333333333332,0.017333333333333326
leave_target_out,noisy_shot,512,2,0.01,affine_minus_loss,loss_mia,16,0.0013333333333333322,0.014666666666666668
leave_target_out,noisy_shot,512,2,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.001333333333333334,0.007333333333333334
leave_target_out,noisy_shot,512,2,0.05,affine_minus_loss,loss_mia,16,0.005999999999999998,0.049999999999999996
leave_target_out,noisy_shot,512,2,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.003333333333333334,0.009999999999999995
leave_target_out,noisy_shot,512,3,0.01,affine_minus_loss,loss_mia,16,-0.002,0.013999999999999999
leave_target_out,noisy_shot,512,3,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0,0.007333333333333334
leave_target_out,noisy_shot,512,3,0.05,affine_minus_loss,loss_mia,16,0.014666666666666668,0.04
leave_target_out,noisy_shot,512,3,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.003333333333333334,0.016666666666666677
leave_target_out,noisy_shot,512,4,0.01,affine_minus_loss,loss_mia,16,-0.002666666666666666,0.01666666666666667
leave_target_out,noisy_shot,512,4,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.003333333333333334,0.008666666666666666
leave_target_out,noisy_shot,512,4,0.05,affine_minus_loss,loss_mia,16,-0.0040000000000000036,0.05533333333333333
leave_target_out,noisy_shot,512,4,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0013333333333333322,0.013999999999999999
leave_target_out,noisy_shot,512,5,0.01,affine_minus_loss,loss_mia,16,-0.0033333333333333322,0.01666666666666667
leave_target_out,noisy_shot,512,5,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0006666666666666678,0.008
leave_target_out,noisy_shot,512,5,0.05,affine_minus_loss,loss_mia,16,0.0026666666666666644,0.05266666666666666
leave_target_out,noisy_shot,512,5,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.006666666666666661,0.013999999999999999
leave_target_out,noisy_shot,512,6,0.01,affine_minus_loss,loss_mia,16,-0.002,0.014666666666666666
leave_target_out,noisy_shot,512,6,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.002,0.009333333333333334
leave_target_out,noisy_shot,512,6,0.05,affine_minus_loss,loss_mia,16,0.003333333333333334,0.04466666666666666
leave_target_out,noisy_shot,512,6,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.008666666666666663,0.017333333333333326
leave_target_out,noisy_shot,512,7,0.01,affine_minus_loss,loss_mia,16,-0.001333333333333334,0.008
leave_target_out,noisy_shot,512,7,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.001333333333333334,0.0006666666666666661
leave_target_out,noisy_shot,512,7,0.05,affine_minus_loss,loss_mia,16,-0.0040000000000000036,0.04933333333333333
leave_target_out,noisy_shot,512,7,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0,0.025333333333333333
leave_target_out,noisy_shot,512,8,0.01,affine_minus_loss,loss_mia,16,-0.0006666666666666661,0.014666666666666665
leave_target_out,noisy_shot,512,8,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.004,0.007333333333333331
leave_target_out,noisy_shot,512,8,0.05,affine_minus_loss,loss_mia,16,-0.00866666666666667,0.049999999999999996
leave_target_out,noisy_shot,512,8,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0006666666666666626,0.015333333333333338
leave_target_out,noisy_shot,512,9,0.01,affine_minus_loss,loss_mia,16,-0.002666666666666666,0.01
leave_target_out,noisy_shot,512,9,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.0006666666666666661,0.006000000000000002
leave_target_out,noisy_shot,512,9,0.05,affine_minus_loss,loss_mia,16,0.0013333333333333322,0.04533333333333334
leave_target_out,noisy_shot,512,9,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.008,0.013999999999999999
leave_target_out,noisy_shot,1024,0,0.01,affine_minus_loss,loss_mia,16,-0.002666666666666666,0.011333333333333332
leave_target_out,noisy_shot,1024,0,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.0013333333333333322,0.0013333333333333322
leave_target_out,noisy_shot,1024,0,0.05,affine_minus_loss,loss_mia,16,-0.0040000000000000036,0.04933333333333333
leave_target_out,noisy_shot,1024,0,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0,0.009333333333333332
leave_target_out,noisy_shot,1024,1,0.01,affine_minus_loss,loss_mia,16,0.002,0.014666666666666666
leave_target_out,noisy_shot,1024,1,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.0013333333333333322,0.007333333333333334
leave_target_out,noisy_shot,1024,1,0.05,affine_minus_loss,loss_mia,16,-0.0013333333333333322,0.04933333333333333
leave_target_out,noisy_shot,1024,1,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.004666666666666666,0.016666666666666663
leave_target_out,noisy_shot,1024,2,0.01,affine_minus_loss,loss_mia,16,-0.004,0.015333333333333332
leave_target_out,noisy_shot,1024,2,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.0006666666666666678,0.004
leave_target_out,noisy_shot,1024,2,0.05,affine_minus_loss,loss_mia,16,-0.004666666666666666,0.06066666666666666
leave_target_out,noisy_shot,1024,2,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.0013333333333333322,0.02266666666666667
leave_target_out,noisy_shot,1024,3,0.01,affine_minus_loss,loss_mia,16,0.0006666666666666678,0.014666666666666666
leave_target_out,noisy_shot,1024,3,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.001333333333333334,0.010000000000000002
leave_target_out,noisy_shot,1024,3,0.05,affine_minus_loss,loss_mia,16,0.003333333333333334,0.057999999999999996
leave_target_out,noisy_shot,1024,3,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.0006666666666666696,0.015333333333333324
leave_target_out,noisy_shot,1024,4,0.01,affine_minus_loss,loss_mia,16,0.002,0.010666666666666666
leave_target_out,noisy_shot,1024,4,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.002,0.004666666666666666
leave_target_out,noisy_shot,1024,4,0.05,affine_minus_loss,loss_mia,16,0.003999999999999997,0.06733333333333333
leave_target_out,noisy_shot,1024,4,0.05,affine_minus_mismatched_lira,latent_lira_mismatched,16,0.004666666666666666,0.022000000000000006
leave_target_out,noisy_shot,1024,5,0.01,affine_minus_loss,loss_mia,16,-0.005333333333333334,0.014666666666666668
leave_target_out,noisy_shot,1024,5,0.01,affine_minus_mismatched_lira,latent_lira_mismatched,16,-0.003333333333333334,0.006666666666666668
leave_target_out,noisy_shot,1024,5,0.05,affine_minus_loss,loss_mia,16,-0.0013333333333333322,0.05866666666666667
