scope,scope_id,scheme,mode,shots,attack,reference_count,n_replicates,auc_median,auc_q05,auc_q95,advantage_median,advantage_q05,advantage_q95,tpr_at_0_1pct_fpr_median,tpr_at_0_1pct_fpr_q05,tpr_at_0_1pct_fpr_q95,tpr_at_1pct_fpr_median,tpr_at_1pct_fpr_q05,tpr_at_1pct_fpr_q95,tpr_at_5pct_fpr_median,tpr_at_5pct_fpr_q05,tpr_at_5pct_fpr_q95
cell,eff_su2_r1_d2,leave_target_out,noisy_shot,512,affine_channel_lira,16,10,0.5232722222222222,0.487085,0.5739638888888888,0.06999999999999995,0.03966666666666664,0.1601666666666666,0.0033333333333333335,0.0,0.016666666666666666,0.018333333333333333,0.0115,0.025166666666666664,0.058333333333333334,0.0415,0.087
cell,eff_su2_r1_d2,leave_target_out,noisy_shot,512,deconvolved_lira,16,10,0.5464833333333333,0.49445333333333336,0.5840761111111111,0.08833333333333332,0.06149999999999998,0.1598333333333333,0.0033333333333333335,0.0,0.0033333333333333335,0.016666666666666666,0.006666666666666667,0.023333333333333334,0.05333333333333334,0.025666666666666667,0.0785
cell,eff_su2_r1_d2,leave_target_out,noisy_shot,512,empirical_channel_lira,16,10,0.520661111111111,0.48696277777777774,0.5572072222222223,0.0683333333333333,0.04266666666666662,0.1356666666666666,0.0033333333333333335,0.0,0.013333333333333334,0.02,0.006333333333333333,0.025166666666666664,0.06,0.04116666666666667,0.08616666666666664
cell,eff_su2_r1_d2,leave_target_out,noisy_shot,512,latent_lira_mismatched,16,10,0.5314611111111112,0.4937122222222222,0.5674855555555556,0.08333333333333334,0.05266666666666668,0.13966666666666663,0.0,0.0,0.005166666666666663,0.01,0.0015,0.018499999999999996,0.04,0.0245,0.06766666666666664
cell,eff_su2_r1_d2,leave_target_out,noisy_shot,512,loss_mia,0,10,0.5260666666666667,0.5100155555555556,0.5451755555555555,0.08166666666666667,0.05816666666666665,0.10183333333333335,0.0033333333333333335,0.0,0.019499999999999976,0.016666666666666666,0.008166666666666668,0.028833333333333322,0.05333333333333334,0.028166666666666666,0.08683333333333329
cell,eff_su2_r1_d2,leave_target_out,noisy_shot,512,noise_augmented_lira,16,10,0.5319555555555555,0.4962916666666667,0.5658433333333334,0.09666666666666668,0.04150000000000002,0.13499999999999998,0.0033333333333333335,0.0,0.008499999999999997,0.011666666666666667,0.004833333333333334,0.02183333333333333,0.05333333333333334,0.034833333333333334,0.08883333333333332
cell,eff_su2_r5_d2,leave_cell_out,noisy_shot,1024,affine_channel_lira,16,10,0.5418722222222223,0.5220111111111111,0.5638072222222222,0.10999999999999999,0.06200000000000002,0.12766666666666668,0.0,0.0,0.0033333333333333335,0.011666666666666667,0.0033333333333333335,0.025499999999999988,0.06333333333333334,0.056666666666666664,0.07666666666666666
cell,eff_su2_r5_d2,leave_cell_out,noisy_shot,1024,deconvolved_lira,16,10,0.5197555555555555,0.49950500000000003,0.5469477777777778,0.07833333333333331,0.05783333333333335,0.11399999999999999,0.0016666666666666668,0.0,0.006666666666666667,0.008333333333333333,0.0033333333333333335,0.016666666666666666,0.05,0.03666666666666667,0.05333333333333334
cell,eff_su2_r5_d2,leave_cell_out,noisy_shot,1024,empirical_channel_lira,16,10,0.5401333333333334,0.5226027777777777,0.5615116666666666,0.1133333333333334,0.06933333333333339,0.1391666666666667,0.006666666666666667,0.006666666666666667,0.011833333333333331,0.016666666666666666,0.0115,0.023666666666666662,0.065,0.0415,0.08033333333333333
cell,eff_su2_r5_d2,leave_cell_out,noisy_shot,1024,latent_lira_mismatched,16,10,0.5356000000000001,0.516935,0.5517761111111111,0.10499999999999998,0.07116666666666666,0.1318333333333333,0.0,0.0,0.0,0.0016666666666666668,0.0,0.015166666666666663,0.04666666666666667,0.03816666666666667,0.06033333333333333
cell,eff_su2_r5_d2,leave_cell_out,noisy_shot,1024,loss_mia,0,10,0.5529611111111111,0.5465644444444444,0.5673772222222222,0.12166666666666665,0.10933333333333338,0.13250000000000003,0.0033333333333333335,0.0033333333333333335,0.006666666666666667,0.011666666666666667,0.004833333333333334,0.015166666666666663,0.05,0.036,0.06883333333333333
cell,eff_su2_r5_d2,leave_cell_out,noisy_shot,1024,noise_augmented_lira,16,10,0.5510388888888889,0.5302222222222222,0.5710233333333333,0.11500000000000005,0.06683333333333336,0.13699999999999998,0.0033333333333333335,0.0015,0.0033333333333333335,0.01,0.006666666666666667,0.020333333333333328,0.065,0.051500000000000004,0.09
cell,eff_su2_r5_d2,leave_cell_out,noisy_shot,128,affine_channel_lira,16,10,0.5273444444444444,0.4924344444444444,0.5455311111111111,0.07333333333333336,0.034666666666666734,0.1036666666666666,0.0016666666666666668,0.0,0.006666666666666667,0.018333333333333333,0.004833333333333334,0.03366666666666666,0.06666666666666667,0.053,0.09183333333333334
