target_id,scheme,mode,shots,attack,reference_count,n_simulator_seeds,auc_mean_over_simulator_seeds,advantage_mean_over_simulator_seeds,tpr_at_0_1pct_fpr_mean_over_simulator_seeds,tpr_at_1pct_fpr_mean_over_simulator_seeds,tpr_at_5pct_fpr_mean_over_simulator_seeds,cell
MNIST_QNN_zz_r5_d6_p7_s144,leave_target_out,noisy_shot,128,matched_reference_lira_online,16,10,0.5220153,0.053700000000000025,0.0007,0.006900000000000001,0.051500000000000004,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s144,leave_target_out,noisy_shot,128,matched_reference_lira_online_fixed_variance,16,10,0.5311745999999999,0.0613,0.0052,0.017000000000000005,0.060300000000000006,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s144,leave_target_out,noisy_shot,128,noise_augmented_lira,16,10,0.5285526,0.058899999999999994,0.0023,0.0124,0.05720000000000001,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s144,leave_target_out,noisy_shot,128,target_crossfit_learned_mia,0,10,0.5547760000000002,0.09720000000000002,0.0021,0.015000000000000003,0.0729,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s145,leave_target_out,noisy_shot,128,affine_channel_lira,16,10,0.5154612,0.04410000000000001,0.0012000000000000001,0.011199999999999998,0.0621,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s145,leave_target_out,noisy_shot,128,deconvolved_lira,16,10,0.5136828,0.04,0.0044,0.017900000000000006,0.06389999999999998,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s145,leave_target_out,noisy_shot,128,empirical_channel_lira,16,10,0.5187031,0.050900000000000015,0.0013000000000000002,0.010099999999999998,0.0583,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s145,leave_target_out,noisy_shot,128,latent_lira_mismatched,16,10,0.5320189,0.07240000000000002,0.0028,0.011300000000000001,0.0511,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s145,leave_target_out,noisy_shot,128,loss_mia,0,10,0.5436652,0.0814,0.0008,0.0094,0.056299999999999996,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s145,leave_target_out,noisy_shot,128,matched_reference_lira_offline,16,10,0.4982868,0.021200000000000004,0.0010999999999999998,0.010399999999999998,0.049400000000000006,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s145,leave_target_out,noisy_shot,128,matched_reference_lira_offline_fixed_variance,16,10,0.49644279999999996,0.02319999999999999,0.0015000000000000002,0.009499999999999998,0.0496,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s145,leave_target_out,noisy_shot,128,matched_reference_lira_online,16,10,0.5187830999999999,0.050900000000000015,0.0010999999999999998,0.0126,0.05419999999999999,zz_r5_d6
MNIST_QNN_zz_r5_d6_p7_s145,leave_target_out,noisy_shot,128,matched_reference_lira_online_fixed_variance,16,10,0.5257653,0.05960000000000002,0.0029000000000000007,0.013500000000000002,0.06010000000000001,zz_r5_d6
