scope,scope_id,scheme,mode,shots,simulator_seed,attack,reference_count,n_member,n_nonmember,auc,advantage,tpr_at_0_1pct_fpr,attained_fpr_at_0_1pct_fpr,tpr_at_1pct_fpr,attained_fpr_at_1pct_fpr,tpr_at_5pct_fpr,attained_fpr_at_5pct_fpr
target,MNIST_QNN_eff_su2_r5_d2_p7_s144,leave_target_out,noisy_shot,128,2,deconvolved_lira,16,1000,1000,0.491248,0.027999999999999914,0.001,0.001,0.006,0.008,0.049,0.049
target,MNIST_QNN_eff_su2_r5_d2_p7_s145,leave_target_out,noisy_shot,128,2,deconvolved_lira,16,1000,1000,0.47209,0.01100000000000001,0.003,0.001,0.008,0.007,0.051,0.048
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,128,3,deconvolved_lira,16,3000,3000,0.4879292222222222,0.008333333333333331,0.0006666666666666666,0.0006666666666666666,0.012666666666666666,0.01,0.058,0.05
target,MNIST_QNN_eff_su2_r5_d2_p7_s143,leave_target_out,noisy_shot,128,3,deconvolved_lira,16,1000,1000,0.49948899999999996,0.029000000000000026,0.004,0.001,0.01,0.008,0.061,0.049
target,MNIST_QNN_eff_su2_r5_d2_p7_s144,leave_target_out,noisy_shot,128,3,deconvolved_lira,16,1000,1000,0.49231400000000003,0.008000000000000007,0.0,0.0,0.011,0.01,0.052,0.046
target,MNIST_QNN_eff_su2_r5_d2_p7_s145,leave_target_out,noisy_shot,128,3,deconvolved_lira,16,1000,1000,0.472202,0.013000000000000001,0.003,0.001,0.021,0.009,0.057,0.049
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,128,4,deconvolved_lira,16,3000,3000,0.49840266666666666,0.013333333333333308,0.0006666666666666666,0.0003333333333333333,0.008333333333333333,0.01,0.046,0.05
target,MNIST_QNN_eff_su2_r5_d2_p7_s143,leave_target_out,noisy_shot,128,4,deconvolved_lira,16,1000,1000,0.49142500000000006,0.010000000000000009,0.001,0.0,0.006,0.007,0.04,0.049
target,MNIST_QNN_eff_su2_r5_d2_p7_s144,leave_target_out,noisy_shot,128,4,deconvolved_lira,16,1000,1000,0.50299,0.03300000000000003,0.0,0.0,0.008,0.008,0.049,0.047
target,MNIST_QNN_eff_su2_r5_d2_p7_s145,leave_target_out,noisy_shot,128,4,deconvolved_lira,16,1000,1000,0.500988,0.02300000000000002,0.001,0.001,0.007,0.009,0.047,0.05
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,128,5,deconvolved_lira,16,3000,3000,0.4953764444444444,0.009666666666666712,0.0003333333333333333,0.0003333333333333333,0.006666666666666667,0.01,0.043666666666666666,0.048666666666666664
target,MNIST_QNN_eff_su2_r5_d2_p7_s143,leave_target_out,noisy_shot,128,5,deconvolved_lira,16,1000,1000,0.49999099999999996,0.019999999999999907,0.0,0.0,0.006,0.007,0.043,0.05
target,MNIST_QNN_eff_su2_r5_d2_p7_s144,leave_target_out,noisy_shot,128,5,deconvolved_lira,16,1000,1000,0.504261,0.04399999999999993,0.001,0.0,0.009,0.009,0.041,0.05
target,MNIST_QNN_eff_su2_r5_d2_p7_s145,leave_target_out,noisy_shot,128,5,deconvolved_lira,16,1000,1000,0.482509,0.005999999999999998,0.0,0.0,0.011,0.01,0.048,0.048
cell,eff_su2_r5_d2,leave_target_out,noisy_shot,128,6,deconvolved_lira,16,3000,3000,0.5022697777777778,0.014000000000000012,0.0013333333333333333,0.001,0.007333333333333333,0.01,0.05533333333333333,0.05
target,MNIST_QNN_eff_su2_r5_d2_p7_s143,leave_target_out,noisy_shot,128,6,deconvolved_lira,16,1000,1000,0.50305,0.023999999999999994,0.003,0.0,0.018,0.01,0.065,0.049
target,MNIST_QNN_eff_su2_r5_d2_p7_s144,leave_target_out,noisy_shot,128,6,deconvolved_lira,16,1000,1000,0.500499,0.018000000000000016,0.0,0.0,0.003,0.008,0.052,0.048
