scope,shots,replicate,contrast,auc_difference,advantage_difference,tpr_at_0_1pct_fpr_difference,tpr_at_1pct_fpr_difference,tpr_at_5pct_fpr_difference
eff_su2_r1_d2,64,15,matched_minus_deconvolved_mean,-0.006197222222222298,-0.020000000000000046,0.008333333333333333,0.018333333333333333,0.019999999999999997
eff_su2_r1_d2,64,16,matched_minus_mismatched,-0.010922222222222278,-0.01166666666666663,0.0033333333333333335,0.011666666666666667,0.021666666666666667
eff_su2_r1_d2,64,16,matched_minus_naive_mean,-0.011038888888888931,-0.01666666666666672,0.0033333333333333335,0.008333333333333333,0.03166666666666667
eff_su2_r1_d2,64,16,matched_minus_deconvolved_mean,-0.015822222222222293,-0.010000000000000009,0.0033333333333333335,0.018333333333333333,0.011666666666666672
eff_su2_r1_d2,64,17,matched_minus_mismatched,-0.01978055555555558,-0.026666666666666644,0.01,0.025,0.011666666666666659
eff_su2_r1_d2,64,17,matched_minus_naive_mean,-0.02561666666666662,-0.02500000000000005,0.011666666666666667,0.026666666666666665,0.034999999999999996
eff_su2_r1_d2,64,17,matched_minus_deconvolved_mean,-0.0070638888888888696,-0.020000000000000046,0.01,0.03333333333333333,0.02833333333333333
eff_su2_r1_d2,64,18,matched_minus_mismatched,-0.013958333333333406,-0.018333333333333313,0.0,0.01,0.02500000000000001
eff_su2_r1_d2,64,18,matched_minus_naive_mean,-0.012936111111111148,-0.02833333333333332,0.0016666666666666668,0.016666666666666666,0.036666666666666674
eff_su2_r1_d2,64,18,matched_minus_deconvolved_mean,-0.012441666666666684,-0.0050000000000000044,0.0016666666666666668,0.016666666666666666,0.0
eff_su2_r1_d2,64,19,matched_minus_mismatched,-0.010716666666666708,-0.023333333333333386,0.0016666666666666668,0.016666666666666666,0.016666666666666663
eff_su2_r1_d2,64,19,matched_minus_naive_mean,-0.017661111111111127,-0.023333333333333275,0.0016666666666666668,0.018333333333333333,0.02166666666666666
eff_su2_r1_d2,64,19,matched_minus_deconvolved_mean,-0.01798333333333335,-0.020000000000000087,0.0016666666666666668,0.008333333333333333,0.008333333333333331
eff_su2_r1_d2,64,20,matched_minus_mismatched,-0.00787222222222217,-0.030000000000000027,0.0033333333333333335,0.008333333333333333,0.006666666666666661
eff_su2_r1_d2,64,20,matched_minus_naive_mean,-0.012627777777777682,-0.025000000000000022,0.0033333333333333335,0.015,0.016666666666666663
