scheme,shots,contrast,target_id,cell,n_simulator_seeds,mean_auc_difference
leave_cell_out,512,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,10,-0.0014199999999999825
leave_cell_out,512,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,10,0.005779999999999991
leave_cell_out,512,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,10,0.00863000000000001
leave_cell_out,512,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,10,0.01934999999999997
leave_cell_out,512,affine_minus_mismatched_lira,MNIST_QNN_z_r1_d6_s43,z_r1_d6,10,0.024729999999999985
leave_cell_out,512,affine_minus_mismatched_lira,MNIST_QNN_z_r1_d6_s44,z_r1_d6,10,0.007850000000000001
leave_cell_out,512,affine_minus_mismatched_lira,MNIST_QNN_z_r1_d6_s45,z_r1_d6,10,0.03632999999999999
leave_cell_out,512,affine_minus_mismatched_lira,MNIST_QNN_zz_r1_d6_s43,zz_r1_d6,10,-0.029059999999999975
leave_cell_out,512,affine_minus_mismatched_lira,MNIST_QNN_zz_r1_d6_s44,zz_r1_d6,10,-0.005099999999999993
leave_cell_out,512,affine_minus_mismatched_lira,MNIST_QNN_zz_r1_d6_s45,zz_r1_d6,10,0.030539999999999977
leave_cell_out,512,affine_minus_mismatched_lira,MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,10,-0.01015999999999998
leave_cell_out,512,affine_minus_mismatched_lira,MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,10,-0.0010499999999999733
leave_cell_out,512,affine_minus_mismatched_lira,MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,10,0.005849999999999999
leave_cell_out,512,affine_minus_loss,MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,10,-0.0016700000000000048
leave_cell_out,512,affine_minus_loss,MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,10,-0.0017700000000000049
leave_cell_out,512,affine_minus_loss,MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,10,-0.009390000000000015
leave_cell_out,512,affine_minus_loss,MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,10,-0.011179999999999973
leave_cell_out,512,affine_minus_loss,MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,10,-0.013199999999999979
leave_cell_out,512,affine_minus_loss,MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,10,-0.00908000000000001
leave_cell_out,512,affine_minus_loss,MNIST_QNN_z_r1_d6_s43,z_r1_d6,10,0.05710999999999998
leave_cell_out,512,affine_minus_loss,MNIST_QNN_z_r1_d6_s44,z_r1_d6,10,0.021899999999999975
leave_cell_out,512,affine_minus_loss,MNIST_QNN_z_r1_d6_s45,z_r1_d6,10,0.046569999999999966
leave_cell_out,512,affine_minus_loss,MNIST_QNN_zz_r1_d6_s43,zz_r1_d6,10,0.11640999999999999
leave_cell_out,512,affine_minus_loss,MNIST_QNN_zz_r1_d6_s44,zz_r1_d6,10,0.07996999999999997
leave_cell_out,512,affine_minus_loss,MNIST_QNN_zz_r1_d6_s45,zz_r1_d6,10,0.10278999999999998
leave_cell_out,512,affine_minus_loss,MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,10,-0.041329999999999964
leave_cell_out,512,affine_minus_loss,MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,10,-0.03771999999999996
leave_cell_out,512,affine_minus_loss,MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,10,-0.0014900000000000247
leave_cell_out,1024,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,10,-0.011919999999999986
leave_cell_out,1024,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,10,0.0012600000000000278
leave_cell_out,1024,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,10,0.006870000000000054
leave_cell_out,1024,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,10,0.00525000000000001
leave_cell_out,1024,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,10,0.009119999999999994
leave_cell_out,1024,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,10,0.014919999999999989
leave_cell_out,1024,affine_minus_mismatched_lira,MNIST_QNN_z_r1_d6_s43,z_r1_d6,10,0.03059999999999998
leave_cell_out,1024,affine_minus_mismatched_lira,MNIST_QNN_z_r1_d6_s44,z_r1_d6,10,0.009720000000000017
leave_cell_out,1024,affine_minus_mismatched_lira,MNIST_QNN_z_r1_d6_s45,z_r1_d6,10,0.03525000000000004
leave_cell_out,1024,affine_minus_mismatched_lira,MNIST_QNN_zz_r1_d6_s43,zz_r1_d6,10,-0.032160000000000036
leave_cell_out,1024,affine_minus_mismatched_lira,MNIST_QNN_zz_r1_d6_s44,zz_r1_d6,10,-0.006970000000000032
leave_cell_out,1024,affine_minus_mismatched_lira,MNIST_QNN_zz_r1_d6_s45,zz_r1_d6,10,0.03829999999999998
leave_cell_out,1024,affine_minus_mismatched_lira,MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,10,-0.014670000000000027
leave_cell_out,1024,affine_minus_mismatched_lira,MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,10,-0.004050000000000021
leave_cell_out,1024,affine_minus_mismatched_lira,MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,10,0.00822999999999996
leave_cell_out,1024,affine_minus_loss,MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,10,0.008769999999999995
leave_cell_out,1024,affine_minus_loss,MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,10,0.01474000000000003
leave_cell_out,1024,affine_minus_loss,MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,10,0.020860000000000024
leave_cell_out,1024,affine_minus_loss,MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,10,-0.013369999999999993
leave_cell_out,1024,affine_minus_loss,MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,10,-0.009850000000000025
leave_cell_out,1024,affine_minus_loss,MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,10,-0.004180000000000006
leave_cell_out,1024,affine_minus_loss,MNIST_QNN_z_r1_d6_s43,z_r1_d6,10,0.06209
leave_cell_out,1024,affine_minus_loss,MNIST_QNN_z_r1_d6_s44,z_r1_d6,10,0.025229999999999995
leave_cell_out,1024,affine_minus_loss,MNIST_QNN_z_r1_d6_s45,z_r1_d6,10,0.03948
leave_cell_out,1024,affine_minus_loss,MNIST_QNN_zz_r1_d6_s43,zz_r1_d6,10,0.12611
leave_cell_out,1024,affine_minus_loss,MNIST_QNN_zz_r1_d6_s44,zz_r1_d6,10,0.08281999999999999
leave_cell_out,1024,affine_minus_loss,MNIST_QNN_zz_r1_d6_s45,zz_r1_d6,10,0.11480999999999994
leave_cell_out,1024,affine_minus_loss,MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,10,-0.039150000000000004
leave_cell_out,1024,affine_minus_loss,MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,10,-0.03810000000000001
leave_cell_out,1024,affine_minus_loss,MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,10,-4.4408920985006264e-17
leave_target_out,128,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,10,-0.02533
leave_target_out,128,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,10,0.008510000000000007
leave_target_out,128,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,10,0.005159999999999998
leave_target_out,128,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,10,0.01816
leave_target_out,128,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,10,0.01535999999999998
leave_target_out,128,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,10,0.009019999999999972
leave_target_out,128,affine_minus_mismatched_lira,MNIST_QNN_z_r1_d6_s43,z_r1_d6,10,0.0045200000000000014
leave_target_out,128,affine_minus_mismatched_lira,MNIST_QNN_z_r1_d6_s44,z_r1_d6,10,0.005970000000000008
leave_target_out,128,affine_minus_mismatched_lira,MNIST_QNN_z_r1_d6_s45,z_r1_d6,10,0.025969999999999965
leave_target_out,128,affine_minus_mismatched_lira,MNIST_QNN_zz_r1_d6_s43,zz_r1_d6,10,-0.015609999999999968
leave_target_out,128,affine_minus_mismatched_lira,MNIST_QNN_zz_r1_d6_s44,zz_r1_d6,10,0.006000000000000005
leave_target_out,128,affine_minus_mismatched_lira,MNIST_QNN_zz_r1_d6_s45,zz_r1_d6,10,0.04076999999999995
leave_target_out,128,affine_minus_mismatched_lira,MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,10,-0.01076999999999998
leave_target_out,128,affine_minus_mismatched_lira,MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,10,0.00230999999999999
leave_target_out,128,affine_minus_mismatched_lira,MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,10,0.004209999999999969
leave_target_out,128,affine_minus_loss,MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,10,-0.003880000000000006
leave_target_out,128,affine_minus_loss,MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,10,-0.01236999999999997
leave_target_out,128,affine_minus_loss,MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,10,-0.00224999999999998
leave_target_out,128,affine_minus_loss,MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,10,-0.011659999999999981
leave_target_out,128,affine_minus_loss,MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,10,-0.01621999999999999
leave_target_out,128,affine_minus_loss,MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,10,-0.01777000000000002
leave_target_out,128,affine_minus_loss,MNIST_QNN_z_r1_d6_s43,z_r1_d6,10,0.029189999999999994
leave_target_out,128,affine_minus_loss,MNIST_QNN_z_r1_d6_s44,z_r1_d6,10,0.0005699999999999817
leave_target_out,128,affine_minus_loss,MNIST_QNN_z_r1_d6_s45,z_r1_d6,10,0.015979999999999984
leave_target_out,128,affine_minus_loss,MNIST_QNN_zz_r1_d6_s43,zz_r1_d6,10,0.07558000000000001
leave_target_out,128,affine_minus_loss,MNIST_QNN_zz_r1_d6_s44,zz_r1_d6,10,0.06443000000000003
leave_target_out,128,affine_minus_loss,MNIST_QNN_zz_r1_d6_s45,zz_r1_d6,10,0.08158000000000001
leave_target_out,128,affine_minus_loss,MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,10,-0.032499999999999994
leave_target_out,128,affine_minus_loss,MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,10,-0.01804000000000001
leave_target_out,128,affine_minus_loss,MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,10,-0.0009500000000000397
leave_target_out,512,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,10,-0.013299999999999996
leave_target_out,512,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,10,0.0068900000000000185
leave_target_out,512,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,10,-0.00126
leave_target_out,512,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,10,0.010609999999999991
leave_target_out,512,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,10,0.014620000000000017
leave_target_out,512,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,10,0.023269999999999968
leave_target_out,512,affine_minus_mismatched_lira,MNIST_QNN_z_r1_d6_s43,z_r1_d6,10,0.02080000000000003
leave_target_out,512,affine_minus_mismatched_lira,MNIST_QNN_z_r1_d6_s44,z_r1_d6,10,0.009750000000000036
leave_target_out,512,affine_minus_mismatched_lira,MNIST_QNN_z_r1_d6_s45,z_r1_d6,10,0.025170000000000005
leave_target_out,512,affine_minus_mismatched_lira,MNIST_QNN_zz_r1_d6_s43,zz_r1_d6,10,-0.039759999999999976
leave_target_out,512,affine_minus_mismatched_lira,MNIST_QNN_zz_r1_d6_s44,zz_r1_d6,10,-0.015979999999999984
leave_target_out,512,affine_minus_mismatched_lira,MNIST_QNN_zz_r1_d6_s45,zz_r1_d6,10,0.027659999999999973
leave_target_out,512,affine_minus_mismatched_lira,MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,10,-0.010410000000000008
leave_target_out,512,affine_minus_mismatched_lira,MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,10,-0.00957
leave_target_out,512,affine_minus_mismatched_lira,MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,10,0.0004700000000000037
leave_target_out,512,affine_minus_loss,MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,10,0.0022499999999999964
leave_target_out,512,affine_minus_loss,MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,10,0.0039599999999999965
leave_target_out,512,affine_minus_loss,MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,10,-0.009230000000000033
leave_target_out,512,affine_minus_loss,MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,10,-0.006349999999999972
leave_target_out,512,affine_minus_loss,MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,10,-0.007209999999999972
leave_target_out,512,affine_minus_loss,MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,10,-0.005160000000000014
leave_target_out,512,affine_minus_loss,MNIST_QNN_z_r1_d6_s43,z_r1_d6,10,0.053180000000000026
leave_target_out,512,affine_minus_loss,MNIST_QNN_z_r1_d6_s44,z_r1_d6,10,0.02380000000000001
leave_target_out,512,affine_minus_loss,MNIST_QNN_z_r1_d6_s45,z_r1_d6,10,0.03540999999999998
leave_target_out,512,affine_minus_loss,MNIST_QNN_zz_r1_d6_s43,zz_r1_d6,10,0.10570999999999997
leave_target_out,512,affine_minus_loss,MNIST_QNN_zz_r1_d6_s44,zz_r1_d6,10,0.06908999999999998
leave_target_out,512,affine_minus_loss,MNIST_QNN_zz_r1_d6_s45,zz_r1_d6,10,0.09990999999999997
leave_target_out,512,affine_minus_loss,MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,10,-0.04157999999999999
leave_target_out,512,affine_minus_loss,MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,10,-0.04623999999999999
leave_target_out,512,affine_minus_loss,MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,10,-0.00687000000000002
leave_target_out,1024,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,10,-0.007640000000000008
leave_target_out,1024,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,10,0.00577000000000003
leave_target_out,1024,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,10,0.008140000000000026
leave_target_out,1024,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,10,0.009229999999999999
leave_target_out,1024,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,10,0.015710000000000023
leave_target_out,1024,affine_minus_mismatched_lira,MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,10,0.012999999999999979
leave_target_out,1024,affine_minus_mismatched_lira,MNIST_QNN_z_r1_d6_s43,z_r1_d6,10,0.027789999999999992
leave_target_out,1024,affine_minus_mismatched_lira,MNIST_QNN_z_r1_d6_s44,z_r1_d6,10,0.01579999999999999
leave_target_out,1024,affine_minus_mismatched_lira,MNIST_QNN_z_r1_d6_s45,z_r1_d6,10,0.025939999999999973
leave_target_out,1024,affine_minus_mismatched_lira,MNIST_QNN_zz_r1_d6_s43,zz_r1_d6,10,-0.044860000000000025
leave_target_out,1024,affine_minus_mismatched_lira,MNIST_QNN_zz_r1_d6_s44,zz_r1_d6,10,-0.021629999999999972
leave_target_out,1024,affine_minus_mismatched_lira,MNIST_QNN_zz_r1_d6_s45,zz_r1_d6,10,0.03591000000000002
leave_target_out,1024,affine_minus_mismatched_lira,MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,10,-0.025729999999999975
leave_target_out,1024,affine_minus_mismatched_lira,MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,10,-0.01828000000000004
leave_target_out,1024,affine_minus_mismatched_lira,MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,10,0.000880000000000003
leave_target_out,1024,affine_minus_loss,MNIST_QNN_eff_su2_r1_d2_s43,eff_su2_r1_d2,10,0.013049999999999973
leave_target_out,1024,affine_minus_loss,MNIST_QNN_eff_su2_r1_d2_s44,eff_su2_r1_d2,10,0.019250000000000034
leave_target_out,1024,affine_minus_loss,MNIST_QNN_eff_su2_r1_d2_s45,eff_su2_r1_d2,10,0.022129999999999993
leave_target_out,1024,affine_minus_loss,MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,10,-0.009390000000000004
leave_target_out,1024,affine_minus_loss,MNIST_QNN_eff_su2_r5_d2_s44,eff_su2_r5_d2,10,-0.0032599999999999964
leave_target_out,1024,affine_minus_loss,MNIST_QNN_eff_su2_r5_d2_s45,eff_su2_r5_d2,10,-0.006100000000000017
leave_target_out,1024,affine_minus_loss,MNIST_QNN_z_r1_d6_s43,z_r1_d6,10,0.05928000000000001
leave_target_out,1024,affine_minus_loss,MNIST_QNN_z_r1_d6_s44,z_r1_d6,10,0.03130999999999997
leave_target_out,1024,affine_minus_loss,MNIST_QNN_z_r1_d6_s45,z_r1_d6,10,0.03016999999999994
leave_target_out,1024,affine_minus_loss,MNIST_QNN_zz_r1_d6_s43,zz_r1_d6,10,0.11341000000000001
leave_target_out,1024,affine_minus_loss,MNIST_QNN_zz_r1_d6_s44,zz_r1_d6,10,0.06816000000000005
leave_target_out,1024,affine_minus_loss,MNIST_QNN_zz_r1_d6_s45,zz_r1_d6,10,0.11241999999999996
leave_target_out,1024,affine_minus_loss,MNIST_QNN_zz_r5_d6_s43,zz_r5_d6,10,-0.050209999999999956
leave_target_out,1024,affine_minus_loss,MNIST_QNN_zz_r5_d6_s44,zz_r5_d6,10,-0.05233000000000003
leave_target_out,1024,affine_minus_loss,MNIST_QNN_zz_r5_d6_s45,zz_r5_d6,10,-0.007350000000000001
