target_id,structural_cell_id,model_seed,data_seed,risk_role,fm_kind,reps,depth,mode,shots,attack,train_accuracy,test_accuracy,accuracy_gap,train_loss,test_loss,loss_gap,roc_auc,balanced_accuracy,membership_advantage,crossfit_tpr,crossfit_fpr,tpr_at_5pct_fpr,tpr_at_10pct_fpr
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,ideal_shot,1024,confidence,0.859,0.789,0.06999999999999997,0.35840446451099706,0.6188007833184674,0.2603963188074704,0.50545,0.48250000000000004,-0.03500000000000001,0.5,0.5349999999999999,0.044,0.093
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,ideal_shot,1024,correctness,0.859,0.789,0.06999999999999997,0.35840446451099706,0.6188007833184674,0.2603963188074704,0.5349999999999999,0.5305000000000001,0.060999999999999964,0.807,0.746,0.0,0.0
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,ideal_shot,1024,loss,0.859,0.789,0.06999999999999997,0.35840446451099706,0.6188007833184674,0.2603963188074704,0.5437700000000001,0.523,0.046,0.683,0.637,0.052000000000000005,0.10400000000000001
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,noisy_shot,128,confidence,0.6950000000000001,0.653,0.041999999999999996,0.7422889732491021,0.9085675498887869,0.16627857663968465,0.49867,0.4925,-0.014999999999999994,0.497,0.512,0.051000000000000004,0.094
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,noisy_shot,128,correctness,0.6950000000000001,0.653,0.041999999999999996,0.7422889732491021,0.9085675498887869,0.16627857663968465,0.521,0.5205,0.040999999999999995,0.484,0.44299999999999995,0.0,0.0
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,noisy_shot,128,loss,0.6950000000000001,0.653,0.041999999999999996,0.7422889732491021,0.9085675498887869,0.16627857663968465,0.52713,0.522,0.044,0.596,0.5519999999999999,0.056999999999999995,0.11200000000000002
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,noisy_shot,512,confidence,0.8150000000000001,0.765,0.04999999999999999,0.48360332709451903,0.6584875328493072,0.17488420575478814,0.49108,0.4885,-0.023000000000000003,0.487,0.51,0.051000000000000004,0.11200000000000002
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,noisy_shot,512,correctness,0.8150000000000001,0.765,0.04999999999999999,0.48360332709451903,0.6584875328493072,0.17488420575478814,0.525,0.52,0.039999999999999994,0.683,0.643,0.0,0.0
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,noisy_shot,512,loss,0.8150000000000001,0.765,0.04999999999999999,0.48360332709451903,0.6584875328493072,0.17488420575478814,0.52509,0.514,0.028000000000000004,0.673,0.645,0.063,0.12
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,noisy_shot,1024,confidence,0.837,0.777,0.05999999999999996,0.43801619576639494,0.6328841550904325,0.1948679593240376,0.49154,0.47000000000000003,-0.059999999999999984,0.44700000000000006,0.507,0.05500000000000001,0.094
MNIST_QNN_eff_su2_r5_d2_s43,eff_su2_r5_d2,43,43,corrected_eff_su2_repetition_control,eff_su2,5,2,noisy_shot,1024,correctness,0.837,0.777,0.05999999999999996,0.43801619576639494,0.6328841550904325,0.1948679593240376,0.53,0.5225,0.04499999999999998,0.75,0.705,0.0,0.0
